frame_id,vehicle_id,class,x1,y1,x2,y2,confidence
0,1,car,744.12,303.38,956.06,487.37,0.9219
0,2,car,588.0,36.21,689.89,77.82,0.905
0,3,car,660.8,23.95,732.78,59.15,0.8203
0,4,bike,748.64,49.57,792.68,92.35,0.7485
0,5,bike,797.01,17.28,823.29,48.05,0.6951
0,6,bike,218.58,94.24,250.7,146.75,0.6797
0,7,bike,806.82,45.46,860.51,85.49,0.6286
0,8,bike,42.76,87.76,75.58,148.99,0.6259
0,9,car,610.0,7.18,664.33,42.71,0.5003
0,10,car,440.32,1.45,509.45,66.83,0.4806
0,11,bus,243.3,20.24,313.83,60.45,0.4662
0,12,truck,440.24,1.32,509.63,66.94,0.4631
0,13,bike,506.48,9.58,527.91,43.25,0.4624
0,14,bike,21.97,82.81,60.29,125.93,0.4057
0,15,car,908.28,12.61,959.92,48.51,0.3116
0,16,bus,441.03,0.83,510.09,67.03,0.2061
0,17,bike,260.34,42.54,275.43,61.27,0.1719
0,18,rickshaw,340.98,11.56,366.77,38.44,0.1644
0,19,rickshaw,291.28,29.95,316.1,59.25,0.1511
1,1,car,740.59,298.74,952.53,482.84,0.9173
1,2,car,589.24,35.95,692.79,78.26,0.9173
1,3,car,657.64,23.66,729.08,58.56,0.7631
1,4,bike,751.6,48.96,797.1,93.18,0.6444
1,5,bike,797.79,17.84,823.57,48.05,0.7042
1,6,bike,218.51,93.72,250.74,146.45,0.7157
1,7,bike,809.67,45.52,864.78,86.57,0.4773
1,8,bike,43.24,87.87,76.15,149.31,0.5634
1,9,car,607.26,6.98,665.23,44.97,0.598
1,11,bus,243.07,19.97,314.95,60.89,0.514
1,13,bike,506.85,8.39,528.67,42.71,0.3793
1,14,bike,19.64,79.95,59.81,125.39,0.449
1,15,car,911.65,15.18,959.55,48.46,0.3091
1,16,car,441.65,1.16,509.96,66.63,0.6145
2,1,car,738.12,295.08,947.23,476.94,0.9311
2,2,car,592.69,35.87,695.83,78.03,0.8972
2,3,car,656.76,23.41,728.02,58.25,0.8042
2,4,bike,755.41,48.78,801.56,93.71,0.6739
2,5,bike,797.51,18.43,822.94,48.22,0.6947
2,6,bike,216.87,93.65,255.92,157.67,0.6806
2,8,bike,44.79,88.02,77.43,149.0,0.7309
2,9,car,606.0,7.03,663.53,44.82,0.6077
2,11,bus,245.32,20.15,316.99,60.96,0.6178
2,13,bike,507.96,7.88,529.78,42.26,0.2388
2,14,bike,20.51,81.29,59.73,125.99,0.5219
2,15,car,915.02,17.61,959.54,48.53,0.3201
2,16,car,443.68,1.22,511.62,66.21,0.6563
3,1,car,736.7,291.17,941.78,469.63,0.9434
3,2,car,595.15,35.9,697.85,77.85,0.8862
3,3,car,655.05,22.98,726.99,58.25,0.8314
3,4,bike,758.48,49.28,805.5,95.16,0.8423
3,5,bike,797.53,17.63,823.82,48.48,0.7047
3,6,bike,216.62,93.12,255.79,157.48,0.6108
3,8,bike,44.9,89.34,76.65,148.78,0.6202
3,9,car,605.45,6.76,661.73,43.81,0.6066
3,11,bus,242.49,17.38,316.96,59.87,0.5199
3,13,bike,508.87,7.27,530.93,42.08,0.243
3,14,bike,22.12,82.21,59.47,124.99,0.4165
3,15,car,910.89,14.93,959.33,48.54,0.3717
3,16,car,456.62,24.41,503.08,67.38,0.6651
3,7,bike,817.62,46.04,869.12,84.21,0.3099
4,1,car,735.01,287.71,938.04,464.51,0.9423
4,2,car,599.03,35.92,701.27,77.65,0.8975
4,3,car,655.38,23.0,725.72,57.63,0.7704
4,4,bike,761.81,49.15,810.11,96.4,0.7537
4,5,bike,798.01,17.01,824.49,48.23,0.7208
4,6,bike,217.41,93.0,253.95,153.08,0.6788
4,8,bike,45.54,87.31,78.8,149.78,0.6342
4,9,car,605.15,6.66,660.27,42.98,0.6247
4,11,bus,242.28,18.8,314.67,60.21,0.4945
4,14,bike,24.0,81.81,60.66,124.12,0.4618
4,15,car,905.92,7.65,960.0,48.51,0.3979
4,16,car,461.72,31.5,502.45,67.79,0.5388
5,1,car,733.36,285.6,931.97,458.61,0.9395
5,2,car,601.67,35.56,705.11,77.79,0.8829
5,3,car,652.96,23.15,721.58,56.93,0.7296
5,4,bike,764.39,49.34,813.07,97.09,0.7352
5,5,bike,797.95,16.1,824.98,48.17,0.7141
5,6,bike,217.87,92.75,254.37,152.97,0.6313
5,8,bike,46.18,87.06,79.41,149.64,0.7271
5,9,car,605.14,7.1,658.58,42.36,0.6096
5,11,bus,240.97,15.12,317.95,59.36,0.4763
5,14,bike,25.05,82.8,60.33,123.98,0.5076
5,15,car,907.38,7.93,960.0,48.51,0.4282
5,16,car,463.52,32.94,504.17,67.68,0.7402
5,35,car,445.26,0.92,520.99,65.74,0.4337
6,1,car,732.84,283.83,927.05,452.98,0.9457
6,2,car,603.89,35.63,709.3,78.75,0.8718
6,3,car,650.23,22.63,718.95,56.46,0.6521
6,5,bike,798.2,16.32,824.85,48.15,0.6673
6,6,bike,216.36,93.03,257.04,160.41,0.7398
6,8,bike,47.07,87.43,79.79,149.37,0.7122
6,9,car,605.04,7.13,657.99,42.14,0.6068
6,11,bus,242.46,17.46,315.56,59.78,0.459
6,14,bike,26.08,83.42,60.65,124.26,0.5583
6,15,car,906.74,6.3,960.0,48.41,0.364
6,16,car,464.13,33.2,506.15,67.67,0.5708
6,35,bus,447.45,0.85,522.86,65.37,0.406
7,1,car,730.48,281.28,924.43,450.42,0.9434
7,2,car,606.3,35.6,711.49,78.65,0.8993
7,3,car,649.31,22.12,716.09,55.0,0.3639
7,5,bike,798.01,16.74,824.12,47.96,0.6487
7,6,bike,219.25,93.37,253.73,150.47,0.6961
7,8,bike,47.93,88.1,80.15,149.46,0.7909
7,9,car,605.11,6.19,658.69,41.75,0.6038
7,11,bus,244.31,18.13,316.26,60.03,0.6834
7,14,bike,26.88,83.16,61.07,124.07,0.647
7,15,car,906.93,9.07,960.0,48.62,0.4019
7,35,car,449.47,0.96,525.84,66.25,0.5057
7,7,bike,829.18,44.47,885.86,86.19,0.3272
8,1,car,728.6,279.87,921.18,448.12,0.9398
8,2,car,608.78,35.43,714.15,78.6,0.8908
8,5,bike,798.55,16.49,824.22,47.23,0.6182
8,6,bike,220.31,92.59,252.79,146.41,0.6121
8,8,bike,48.26,87.43,80.58,149.35,0.744
8,9,car,604.44,5.71,658.33,41.61,0.679
8,11,bus,247.04,18.24,318.93,60.22,0.6062
8,14,bike,27.23,82.8,61.45,124.44,0.5712
8,15,car,908.46,11.14,960.0,48.72,0.3187
8,35,car,449.41,0.95,526.13,66.68,0.3667
8,7,bike,828.88,39.79,891.75,86.46,0.7086
8,13,bike,511.64,8.83,532.99,42.73,0.3371
8,4,bike,776.55,50.58,825.02,98.31,0.452
8,16,car,467.68,33.07,513.03,68.51,0.6999
9,1,car,727.91,275.69,915.51,439.72,0.9329
9,2,car,612.8,35.51,718.26,78.78,0.873
9,5,bike,798.08,16.12,824.0,47.26,0.6564
9,6,bike,221.35,92.79,253.13,145.56,0.6956
9,8,bike,48.74,87.87,80.5,149.11,0.8139
9,9,car,603.77,5.71,658.0,41.98,0.7282
9,11,bus,246.58,18.43,317.32,60.12,0.5925
9,14,bike,27.54,81.92,61.87,124.6,0.6135
9,15,car,910.06,13.24,959.58,48.53,0.3593
9,35,car,450.91,0.89,528.05,67.03,0.3268
9,7,bike,831.04,38.26,894.41,85.72,0.4586
9,74,car,690.38,0.0,727.94,22.05,0.3413
9,4,bike,780.69,50.71,828.78,98.32,0.5764
9,16,car,467.72,32.35,516.84,69.07,0.6698
10,1,car,726.65,272.76,910.48,433.45,0.9311
10,2,car,615.26,35.71,720.82,79.03,0.8746
10,5,bike,797.62,16.68,823.36,47.56,0.6272
10,6,bike,222.73,93.1,252.84,142.92,0.5552
10,8,bike,49.56,87.61,81.25,149.11,0.7817
10,9,car,602.87,5.53,658.17,42.71,0.7244
