frame_id,vehicle_id,class,x1,y1,x2,y2,confidence
4,-1,car,151.44,178.14,191.74,208.04,0.3444
4,-1,car,196.29,166.0,223.17,185.93,0.1765
5,1,car,153.57,178.28,188.92,204.45,0.5747
7,1,car,153.23,171.72,186.41,196.11,0.4771
8,-1,car,147.47,167.12,187.0,192.05,0.1178
9,-1,car,144.04,163.03,184.73,190.47,0.1052
10,-1,car,187.34,151.84,211.46,168.43,0.1353
11,1,car,144.19,155.3,184.38,184.86,0.4362
12,-1,car,184.42,144.48,208.68,162.77,0.18
12,-1,car,228.1,165.12,255.81,183.73,0.1468
13,10,car,184.28,144.42,207.15,161.65,0.4757
14,10,car,184.48,142.93,206.63,159.55,0.3855
14,1,car,143.46,149.99,179.72,176.64,0.3644
15,-1,car,222.43,159.21,250.91,176.87,0.2109
16,-1,car,215.96,203.06,249.76,233.42,0.2057
16,-1,car,0.13,114.99,23.24,144.03,0.1239
18,-1,car,211.17,197.08,242.13,218.78,0.1901
19,1,car,142.24,138.6,173.76,161.63,0.2976
20,-1,car,206.57,188.54,235.12,210.33,0.2995
21,-1,car,158.85,202.42,190.89,224.82,0.4946
21,-1,car,252.25,192.59,277.41,207.97,0.4755
21,-1,car,199.67,186.92,233.01,208.02,0.4405
21,-1,car,214.81,144.25,239.08,158.29,0.1665
21,-1,car,283.15,187.49,311.15,202.1,0.1402
23,-1,car,159.19,195.15,187.28,216.21,0.1176
25,-1,car,157.36,186.32,185.11,207.6,0.53
25,-1,car,191.16,171.58,223.37,190.49,0.3744
26,31,car,157.4,186.39,185.08,207.62,0.5585
26,32,car,191.03,171.7,223.33,190.68,0.3131
27,-1,car,153.07,182.76,183.15,200.18,0.3718
28,-1,car,151.85,179.07,182.94,198.19,0.3514
28,-1,car,190.71,166.01,216.58,181.05,0.1915
28,-1,car,207.1,130.47,225.02,143.2,0.1156
29,-1,car,166.35,214.45,207.95,239.84,0.2238
29,-1,car,151.32,175.63,183.4,197.91,0.221
29,-1,car,188.8,162.57,215.77,179.26,0.1988
30,37,car,166.52,214.41,208.16,239.82,0.387
30,38,car,151.31,173.55,180.87,194.06,0.7622
31,-1,car,164.8,209.47,196.03,231.77,0.2778
31,-1,car,150.25,169.72,178.86,192.08,0.1666
32,-1,car,159.46,200.91,195.93,224.34,0.3526
32,-1,car,150.89,167.03,176.52,184.97,0.3408
32,-1,car,183.06,153.53,208.58,171.5,0.1199
33,-1,car,149.96,163.71,176.49,182.52,0.2859
35,31,car,162.62,192.62,189.1,212.42,0.4539
36,-1,car,302.89,210.71,319.9,223.81,0.1465
36,-1,car,215.85,146.99,238.65,162.66,0.1304
36,-1,car,159.68,189.15,192.66,212.1,0.1233
37,-1,car,301.5,207.2,319.81,222.25,0.4101
37,-1,car,160.18,189.79,189.89,208.12,0.2208
37,-1,car,29.46,95.03,61.74,111.33,0.2172
37,-1,car,214.92,144.45,238.76,161.0,0.1087
37,-1,car,249.53,150.61,271.52,165.98,0.1009
38,52,car,298.17,204.7,320.0,223.05,0.5646
39,52,car,296.52,201.38,318.27,219.19,0.7745
40,-1,car,157.04,175.33,183.92,197.02,0.17
40,-1,car,288.23,198.01,319.47,214.51,0.1421
41,-1,car,143.5,144.29,168.62,160.79,0.4389
41,-1,car,174.33,129.38,196.54,145.91,0.313
41,-1,car,156.3,172.29,182.75,192.4,0.1756
42,-1,car,287.04,191.57,313.27,204.86,0.176
43,52,car,285.86,189.11,308.25,207.25,0.7851
44,52,car,282.29,186.19,304.41,203.9,0.72
45,52,car,279.76,183.38,300.86,199.78,0.7612
45,70,car,154.84,160.82,178.12,179.97,0.4871
46,52,car,275.54,180.78,297.45,197.43,0.7894
47,52,car,272.62,176.58,293.76,192.27,0.6579
48,52,car,271.57,175.19,292.68,190.52,0.6617
49,52,car,267.46,172.74,289.09,188.02,0.6003
50,52,car,264.59,170.59,286.32,185.68,0.5095
51,-1,car,150.77,145.46,171.27,161.09,0.2495
52,52,car,258.09,166.41,281.43,182.37,0.5917
