frame_id,vehicle_id,class,x1,y1,x2,y2,confidence
0,1,car,587.15,39.62,689.77,76.03,0.878
0,2,car,745.1,303.3,958.26,482.03,0.8675
0,3,car,655.75,26.81,732.0,56.95,0.8526
0,4,car,442.56,32.65,507.74,65.12,0.7616
0,5,car,919.49,21.11,959.71,46.89,0.6877
0,6,car,239.52,21.22,314.65,60.97,0.393
0,7,car,611.54,9.22,663.42,42.64,0.3765
0,8,car,337.05,12.86,366.54,36.3,0.3584
0,9,car,446.21,0.32,493.2,22.14,0.2775
0,10,car,680.18,516.6,821.2,540.0,0.2619
0,11,car,418.3,0.26,446.51,20.8,0.2367
0,12,bike,754.68,68.79,790.54,89.97,0.2077
0,13,car,807.54,50.46,864.01,85.08,0.2048
0,14,bike,798.82,22.06,821.86,46.47,0.1735
0,15,bike,218.72,108.03,258.98,140.97,0.1693
0,16,bike,586.25,83.61,633.38,129.86,0.1591
0,17,bike,49.46,118.93,71.79,148.25,0.1542
0,18,car,405.44,0.23,427.91,18.99,0.1024
0,19,car,381.32,14.88,426.7,47.31,0.1007
1,1,car,588.59,39.52,692.42,76.37,0.8885
1,2,car,743.62,300.44,952.03,475.19,0.8509
1,3,car,654.21,26.76,730.54,56.95,0.8292
1,4,car,443.69,32.46,508.8,64.89,0.7657
1,5,car,919.27,20.62,959.72,46.55,0.7539
1,6,car,240.95,20.94,316.32,60.78,0.3084
1,7,car,611.49,8.94,662.76,41.97,0.4512
1,8,car,337.36,12.95,366.2,35.89,0.3666
1,9,car,445.29,0.38,491.64,21.97,0.3258
1,10,car,642.66,503.66,857.48,539.54,0.5857
1,12,bike,754.3,68.57,793.12,91.51,0.3109
1,13,car,810.05,50.0,867.31,85.08,0.3875
2,1,car,591.75,39.96,695.08,76.65,0.8712
2,2,car,742.33,296.85,949.11,470.31,0.8676
2,3,car,652.32,26.73,727.74,56.55,0.6828
2,4,car,445.35,32.63,510.58,65.07,0.7691
2,5,car,918.82,19.98,960.0,46.52,0.738
2,6,truck,243.77,21.04,319.26,60.88,0.2499
2,7,car,611.67,9.45,661.42,41.51,0.4891
2,8,car,337.68,12.97,366.55,35.95,0.3636
2,10,car,611.1,491.85,892.53,539.46,0.6991
2,13,car,813.67,50.59,868.42,84.07,0.2334
3,1,car,594.36,39.11,700.16,76.71,0.8454
3,2,car,742.6,294.1,943.84,462.84,0.7682
3,3,car,650.06,27.26,726.97,57.75,0.6813
3,4,car,446.92,32.61,513.26,65.56,0.7651
3,5,car,919.23,20.77,959.84,46.82,0.6911
3,6,truck,244.07,21.04,319.96,61.06,0.2429
3,7,car,610.47,8.64,660.38,40.83,0.4246
3,8,car,337.86,12.95,366.05,35.39,0.3076
3,10,car,575.35,478.4,928.22,539.31,0.762
4,1,car,596.87,38.96,703.44,76.87,0.8345
4,2,car,741.56,291.33,939.47,457.3,0.7249
4,3,car,650.04,27.08,724.72,56.76,0.6542
4,4,car,448.94,32.81,515.03,65.54,0.7772
4,5,car,918.6,20.16,959.99,46.73,0.7472
4,6,truck,243.76,21.08,320.25,61.4,0.2228
4,7,car,609.56,8.59,658.96,40.47,0.486
4,8,car,338.71,13.2,366.17,35.08,0.2792
4,10,car,536.77,464.78,958.14,539.46,0.7123
5,1,car,598.93,38.96,705.27,76.82,0.8259
5,2,car,738.67,287.86,932.95,450.76,0.6947
5,3,car,649.83,26.61,724.16,56.35,0.6176
5,4,car,450.84,33.02,516.53,65.4,0.7505
5,5,car,919.02,20.54,959.55,46.53,0.7354
5,6,car,244.16,21.48,321.03,61.87,0.2945
5,7,car,609.13,8.82,659.82,41.53,0.4992
5,8,car,336.88,12.76,365.01,35.02,0.2786
5,10,car,503.41,450.75,960.0,538.93,0.7179
5,60,car,451.48,1.17,508.97,22.24,0.3483
5,11,car,418.63,1.43,446.12,21.57,0.267
6,1,car,602.22,38.92,708.8,76.97,0.8329
6,2,car,736.33,285.6,926.67,444.9,0.6645
6,3,car,648.66,26.11,721.09,55.22,0.5762
